time,time,AL,BA,BE,BG,BY,CH,CZ,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LV,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA
1,12,0.049254804,0.042668517,0.020472515,0.046772802,0.01818553,0.038447383,0.027829468,0.012480885,0.010955731,0.058947083,0.005533753,0.032634337,0.012741776,0.059642449,0.045570997,0.036131799,0.013432233,0.056217638,0.015981057,0.01328873,0.035062284,0.041629754,0.048780811,0.075305653,0.017142501,0.002109558,0.021930893,0.055314913,0.036704453,0.040155084,0.006816082,0.006740718,0.045225767,0.030757547,0.056085268,0.02748693
1,13,0.051550443,0.045877439,0.021488278,0.049559284,0.018194411,0.035684995,0.029990001,0.011994339,0.011319016,0.059072674,0.005915431,0.033065957,0.0131154,0.061212764,0.046273269,0.039576991,0.014018474,0.053963992,0.015117981,0.013309368,0.035616583,0.047311836,0.050781637,0.07605799,0.018745172,0.001969485,0.020952742,0.056307544,0.039066995,0.044558993,0.007411864,0.006479711,0.045499503,0.033141661,0.054564814,0.027099036
1,14,0.052944237,0.044386345,0.020494697,0.050910352,0.01929687,0.036114005,0.029629644,0.012558835,0.010612024,0.06056076,0.005578401,0.033222374,0.014002544,0.061490546,0.04522644,0.038819177,0.014271028,0.056322402,0.015984276,0.013348854,0.038545747,0.046862917,0.051623456,0.078866795,0.017291216,0.002218562,0.022867494,0.056231021,0.04011787,0.044397607,0.007497672,0.006613752,0.043858696,0.033457763,0.054339792,0.029567392
1,15,0.051773204,0.043880625,0.021140007,0.049795821,0.019603602,0.036126642,0.028827997,0.013363843,0.011367731,0.060882894,0.005687184,0.033185748,0.012534569,0.062497511,0.045546595,0.037505582,0.014536491,0.056100766,0.017199508,0.014511416,0.039219041,0.046490736,0.050520817,0.078749416,0.018117898,0.002467212,0.022151838,0.0608304,0.039184656,0.043481918,0.00748612,0.007550323,0.044546369,0.031419166,0.057645373,0.030327343
1,16,0.053359833,0.045444741,0.021641256,0.050459824,0.020732676,0.037012303,0.026600146,0.014157989,0.012913571,0.065398205,0.006852271,0.035114804,0.012745909,0.063038056,0.045701108,0.038326022,0.013744247,0.05792607,0.016895881,0.015525717,0.038385228,0.047824442,0.051193634,0.08157162,0.018819651,0.002608083,0.020831004,0.06024019,0.040619271,0.043974382,0.008196952,0.00801277,0.04257868,0.031954831,0.0560095,0.030609485
1,17,0.056787585,0.048617354,0.021149442,0.050241905,0.020236482,0.038148018,0.030332836,0.013909328,0.013742219,0.063179712,0.00736432,0.034190052,0.013966711,0.065174448,0.048161786,0.040449354,0.015161417,0.058355893,0.018637486,0.016645521,0.039993516,0.050905838,0.053109286,0.080749263,0.018651527,0.002742356,0.022795517,0.059554633,0.040555448,0.045301134,0.008843955,0.00864257,0.045274979,0.032877565,0.060023025,0.030135313
1,18,0.05216855,0.045374827,0.021930064,0.052221571,0.02235074,0.034679851,0.029889393,0.014481385,0.013378712,0.061642227,0.007028562,0.034989988,0.014541204,0.063386178,0.045783742,0.037883293,0.014948117,0.05530416,0.017860505,0.016189012,0.040605055,0.047371164,0.051592354,0.077170267,0.019425436,0.002791231,0.0244155,0.05690518,0.041211636,0.044576343,0.009424478,0.008524097,0.044312767,0.032932683,0.061001643,0.032127867
1,19,0.051570438,0.046416255,0.021640097,0.050689251,0.022369811,0.034668986,0.030174759,0.015881625,0.013444463,0.061953322,0.007331732,0.034583247,0.015429764,0.062132185,0.046784145,0.039248843,0.017231559,0.055874496,0.018815319,0.016723212,0.040345433,0.04747896,0.04978797,0.079099565,0.019036529,0.003081298,0.024665227,0.059784729,0.040810662,0.04388551,0.009960257,0.008973869,0.043969511,0.032679948,0.061868269,0.032190544
1,20,0.050041985,0.041497659,0.023405621,0.051764525,0.021372456,0.035408902,0.028624702,0.01643433,0.012698722,0.066169692,0.007314353,0.036246007,0.015113086,0.061878346,0.043109238,0.036668161,0.013880817,0.056086139,0.018699501,0.015994501,0.040713182,0.04455079,0.049069383,0.083236452,0.021238379,0.003361306,0.024029188,0.065484544,0.041094824,0.041303034,0.009112944,0.009690831,0.04129283,0.032219493,0.063514867,0.031590642
1,21,0.055563954,0.049701311,0.022769616,0.051318989,0.021812036,0.038928742,0.030848161,0.015150329,0.013857891,0.065295329,0.007817158,0.036029262,0.016954678,0.064126236,0.049231764,0.042796795,0.017808116,0.059711671,0.019754452,0.017015561,0.038004743,0.051893274,0.053791532,0.079286455,0.020565514,0.003524981,0.024515524,0.063182274,0.041290785,0.047820438,0.009796996,0.009974583,0.046248642,0.036372856,0.059190045,0.030698216
1,22,0.057365617,0.048118298,0.02522358,0.055527263,0.022410376,0.039876645,0.031722096,0.017041639,0.013968431,0.066625441,0.008737592,0.037606365,0.016396384,0.067543457,0.048388007,0.037726592,0.016573327,0.05928243,0.01888129,0.016510414,0.040426654,0.052212285,0.056760511,0.083449311,0.022505439,0.003748407,0.023887743,0.063056102,0.040960885,0.046460681,0.010540223,0.010575781,0.047263433,0.0334707,0.061015115,0.032048737
1,23,0.055988817,0.04936858,0.024326163,0.054643066,0.021704332,0.040029726,0.031102915,0.016077569,0.013795736,0.066743167,0.00898462,0.037004929,0.016765263,0.065686722,0.051158862,0.041023217,0.018477119,0.061756616,0.018996118,0.016515196,0.039686682,0.049556361,0.055848878,0.086611454,0.021588979,0.00387585,0.024651746,0.06371591,0.042062376,0.046575348,0.011179638,0.010594313,0.048740119,0.03459756,0.062633856,0.031013808
1,24,0.058647612,0.04960166,0.026147601,0.055546334,0.0233384,0.039667248,0.033399202,0.016776985,0.015464343,0.067468329,0.009586874,0.038640372,0.01875992,0.069530711,0.050740362,0.041449027,0.019442016,0.061158726,0.021595382,0.018933607,0.040561341,0.052575073,0.056233213,0.0847061,0.024668554,0.004340289,0.025568089,0.066029996,0.041765449,0.046942474,0.011507617,0.011239538,0.048853032,0.035433792,0.0620801,0.032561246
1,25,0.054307122,0.050072838,0.029611642,0.053585276,0.024284593,0.040075742,0.034685121,0.019376001,0.015652947,0.069704096,0.009700899,0.040678137,0.019125311,0.065723456,0.050112798,0.043040972,0.018943488,0.060955607,0.021981472,0.019169636,0.041680343,0.050467967,0.051804947,0.084049496,0.026392691,0.004632338,0.027819387,0.06752736,0.043613573,0.046915483,0.012291585,0.012478173,0.047710698,0.037580191,0.064257841,0.033584666
1,26,0.059749447,0.051247581,0.029001917,0.057222729,0.02490773,0.044309911,0.036495458,0.019902439,0.017044949,0.067661553,0.010542467,0.040254035,0.017762754,0.070710401,0.050967714,0.044131733,0.020894239,0.0622707,0.022046338,0.019691335,0.045115542,0.054629488,0.058178923,0.086408287,0.025927191,0.004928502,0.029592721,0.064626765,0.045114229,0.050534757,0.01292462,0.013202195,0.048891066,0.038218357,0.064042872,0.03545569
1,27,0.057541245,0.049924834,0.028608138,0.054651036,0.027010667,0.039419812,0.036143322,0.01931698,0.017170068,0.068143849,0.010264523,0.039830399,0.020121239,0.068932593,0.049710568,0.043736544,0.020344307,0.061550963,0.023747121,0.020837521,0.045538633,0.052774579,0.05615106,0.087468994,0.025758423,0.005317912,0.030458682,0.066867882,0.045041261,0.048753273,0.013434103,0.013369142,0.046182164,0.039480046,0.065315122,0.037178904
1,28,0.058794526,0.054827454,0.028181335,0.055906408,0.02777984,0.044122272,0.036505978,0.020594425,0.018357009,0.069465008,0.011462986,0.04027042,0.019487462,0.067376119,0.055347828,0.047338423,0.020622942,0.064529041,0.025274897,0.021701153,0.045194906,0.055678307,0.057410476,0.08722728,0.024663977,0.005948653,0.030918489,0.068016731,0.04672481,0.051991329,0.013908615,0.014081895,0.053512725,0.040794824,0.06370324,0.037516981
1,29,0.061295193,0.054304308,0.029548987,0.059160146,0.028807609,0.047386134,0.039925047,0.020199003,0.017716482,0.069294006,0.011563372,0.041541938,0.019935984,0.070840179,0.055736239,0.047902808,0.022341238,0.065455642,0.023661417,0.02114427,0.050177881,0.056156019,0.059180539,0.090760941,0.026939957,0.005933001,0.031829631,0.066963239,0.050142298,0.053624054,0.014201801,0.013697496,0.053867712,0.042200747,0.064270769,0.040753159
1,30,0.059198957,0.053935042,0.031850534,0.062125877,0.028029182,0.045924857,0.039527494,0.021357856,0.018821333,0.070742976,0.011737355,0.043062289,0.021428672,0.07335274,0.056186752,0.047480565,0.022473014,0.065611269,0.025235016,0.022091826,0.048856274,0.053891761,0.059154873,0.088328569,0.027977506,0.006443085,0.032278402,0.070964633,0.050558296,0.05229747,0.014983027,0.013969585,0.054165453,0.041148309,0.071223418,0.039187992
1,31,0.063093495,0.059786162,0.032060069,0.063889087,0.028347329,0.050120817,0.041933543,0.022535885,0.01915915,0.069316056,0.012744686,0.043877737,0.022598477,0.074495215,0.062789666,0.054347747,0.023868441,0.068137166,0.02383007,0.02180699,0.049904977,0.05772939,0.063578656,0.088305408,0.028891603,0.007122559,0.033471981,0.069674964,0.052151081,0.056171031,0.015373553,0.014877159,0.060008718,0.047031402,0.070236252,0.040356609
2,1,0.066772734,0.059248769,0.03343759,0.067251435,0.030462557,0.046600313,0.042231371,0.021965712,0.020119422,0.070912729,0.013041872,0.04335552,0.023391854,0.076185299,0.059201833,0.051194743,0.02487611,0.064820495,0.026377197,0.022787421,0.052341128,0.060666166,0.069042772,0.088065621,0.030780691,0.007847982,0.034522947,0.071747005,0.053741854,0.059223856,0.01580403,0.015663225,0.055975489,0.045547856,0.071503331,0.042763759
2,2,0.062445837,0.058456869,0.036047162,0.062275739,0.031209812,0.050456435,0.042781618,0.024523181,0.019377269,0.073766911,0.013237424,0.047586767,0.023859062,0.073473493,0.060023274,0.051790202,0.025064106,0.068801371,0.025246517,0.022165476,0.053988471,0.058068537,0.062359223,0.091310935,0.031880967,0.008171264,0.033554186,0.069815536,0.0530804,0.057096724,0.016567343,0.015427365,0.058304564,0.045678392,0.072860974,0.044325759
2,3,0.068135558,0.059839791,0.035109515,0.067740748,0.030356987,0.05155353,0.041840972,0.0249584,0.01964784,0.075166889,0.013995277,0.04847222,0.025511669,0.079712147,0.061493694,0.050396116,0.027230338,0.070761303,0.025590334,0.022005965,0.050822712,0.061655345,0.06834287,0.094519079,0.031545675,0.008784934,0.034309624,0.071736285,0.053339823,0.058681045,0.016924602,0.016921313,0.057810357,0.042917448,0.075454631,0.042376157
2,4,0.070843725,0.060093987,0.035690176,0.069020082,0.03205466,0.052333564,0.044626761,0.025496576,0.021716849,0.074645748,0.01465426,0.04796775,0.023815693,0.080114399,0.061375139,0.052954253,0.023469543,0.071206015,0.02999895,0.026412025,0.052257116,0.063104675,0.070146743,0.090972463,0.033462359,0.00933634,0.037078711,0.071506505,0.054553068,0.059256245,0.017176486,0.017886167,0.059394983,0.047237333,0.076702108,0.04348769
2,5,0.068731007,0.062379973,0.034639004,0.065758109,0.033442293,0.051489084,0.04448616,0.024699344,0.022327143,0.074867131,0.01570896,0.04832934,0.02458276,0.080484983,0.062699683,0.054398674,0.026317583,0.071701802,0.028767361,0.02570438,0.056393685,0.062195329,0.068314408,0.092553009,0.031300952,0.009510194,0.037553109,0.069947233,0.058198324,0.060698832,0.018677957,0.017447832,0.059667296,0.047776699,0.075796525,0.045582834
2,6,0.068498246,0.061542994,0.034734669,0.066747347,0.032201704,0.04864611,0.042447016,0.025606236,0.022292864,0.074080356,0.015837564,0.047068347,0.026845026,0.07715075,0.062072192,0.052397989,0.028561016,0.071603357,0.028687357,0.025124646,0.05890603,0.062757163,0.06825657,0.096626993,0.032511498,0.010056298,0.037108271,0.070274673,0.058343207,0.060618053,0.019281312,0.017620794,0.059853077,0.046094095,0.073890789,0.047568471
2,7,0.06668567,0.059907581,0.034019458,0.067427698,0.034450787,0.052278084,0.043429656,0.026297701,0.024008763,0.077357595,0.017375817,0.049023266,0.025610627,0.079472016,0.061615484,0.051516109,0.027204612,0.073480933,0.029225181,0.025922166,0.053247733,0.060598908,0.065910634,0.096764052,0.030932582,0.010946181,0.03592328,0.072224562,0.054163691,0.058404487,0.020973686,0.018959491,0.060275294,0.045724351,0.076309068,0.04538854
2,8,0.069307506,0.059469308,0.036562753,0.068026197,0.034674776,0.051434165,0.042348756,0.027084473,0.024070774,0.078531822,0.017791582,0.05013025,0.027348881,0.080715144,0.060801818,0.052487698,0.028943088,0.072994542,0.028829089,0.026454682,0.054918644,0.060572877,0.069604691,0.096459502,0.034414033,0.011055429,0.035533593,0.073825783,0.057307269,0.061205526,0.021754745,0.019530723,0.057689051,0.044524773,0.076675834,0.046811471
2,9,0.066355717,0.059841497,0.036228817,0.064972975,0.035838573,0.05098388,0.046107403,0.02890155,0.024439116,0.081156445,0.017749398,0.049478719,0.026192657,0.079093215,0.061023349,0.05479701,0.028587132,0.07354997,0.031009608,0.027898174,0.053119249,0.060678963,0.06397015,0.09737521,0.034440717,0.011682518,0.038252341,0.07921753,0.056327472,0.058485107,0.021496309,0.020750225,0.059409367,0.04877624,0.078528982,0.047102036
2,10,0.070339373,0.062064167,0.038489789,0.06828728,0.03371132,0.052266051,0.045143852,0.029224255,0.024156629,0.080182265,0.018523235,0.049812625,0.02745038,0.08428309,0.063311027,0.057199523,0.029164904,0.074428186,0.029346764,0.027085117,0.057377792,0.063345114,0.069239586,0.096443184,0.03655962,0.012043707,0.037627023,0.076592449,0.057397331,0.060739437,0.022382053,0.021024543,0.060207707,0.05089541,0.078852647,0.048042585
2,11,0.071962353,0.065896526,0.040051987,0.07001932,0.035855631,0.055003097,0.0457207,0.028528579,0.024601102,0.081226826,0.018876362,0.050769026,0.028338889,0.08397017,0.066365615,0.058040854,0.029316167,0.075601522,0.029015183,0.027260968,0.062579417,0.065817745,0.07169363,0.096367158,0.036837917,0.012171653,0.037516126,0.077705031,0.062177282,0.06388716,0.022750062,0.021986971,0.062356081,0.050506044,0.078316115,0.049673864
2,12,0.071357583,0.061810948,0.036613984,0.072039679,0.039515664,0.055546099,0.046806415,0.030951727,0.026110561,0.080357463,0.02016266,0.050910076,0.027379233,0.081703645,0.064908767,0.05827126,0.029330485,0.075617471,0.033235071,0.02988173,0.06000646,0.064233857,0.070142387,0.099184458,0.034135095,0.012938131,0.040841266,0.077779845,0.061246919,0.063038443,0.023508058,0.02313701,0.063333223,0.052127565,0.080472353,0.051098637
2,13,0.069496315,0.062023529,0.039784364,0.065939643,0.040792253,0.052389197,0.047446411,0.033358225,0.028809627,0.081394384,0.020077582,0.051469171,0.031414069,0.082081588,0.064953004,0.060207616,0.031989997,0.076127898,0.036511379,0.033329325,0.057291025,0.062487862,0.066433659,0.103450503,0.038409135,0.014169096,0.041827822,0.07990649,0.059136108,0.060898604,0.024766702,0.023665218,0.062803675,0.053330741,0.079432324,0.050610018
2,14,0.071931946,0.061022391,0.040975705,0.072822144,0.04147637,0.058275006,0.046163737,0.033198481,0.032182731,0.086047933,0.021836985,0.054923674,0.029724824,0.083413395,0.062682853,0.05683668,0.031213965,0.077681602,0.037180823,0.035250505,0.058349932,0.064424316,0.071999001,0.10258548,0.037214253,0.014532635,0.042329617,0.083815857,0.06101949,0.063887062,0.026314057,0.025295324,0.060970141,0.0499852,0.078592277,0.04977744
2,15,0.07019056,0.064177983,0.039241589,0.069640684,0.043747082,0.059210277,0.048193793,0.034930825,0.030038619,0.087234241,0.023051902,0.054201351,0.031733563,0.084716537,0.067717547,0.058725328,0.032838565,0.0811279,0.038379091,0.034689823,0.06153574,0.063036685,0.069983801,0.105095536,0.035921486,0.015756208,0.043305441,0.087142522,0.062108612,0.060442839,0.027423426,0.026763343,0.065314417,0.052856996,0.080933375,0.053187165
2,16,0.076472285,0.06932693,0.042984062,0.072035774,0.046556119,0.062405736,0.050561549,0.032923733,0.034706443,0.088681087,0.024767007,0.059121257,0.03243697,0.087821904,0.070837171,0.062099747,0.032806854,0.082626886,0.041219471,0.038510667,0.061863881,0.070516374,0.074872341,0.103327591,0.039823905,0.015589041,0.043619967,0.086943537,0.063924836,0.068478249,0.029887031,0.027222589,0.067983142,0.055055021,0.07988826,0.054566377
2,17,0.082935423,0.072112496,0.043724258,0.075336434,0.044682942,0.063816549,0.051999315,0.033325339,0.034211883,0.088151223,0.024186792,0.060774494,0.032944504,0.09256421,0.073433585,0.064272504,0.033826378,0.08442465,0.039917571,0.037548168,0.061685584,0.074056378,0.081270248,0.107170972,0.038527873,0.01639217,0.044942547,0.08712019,0.065847304,0.07157408,0.030230188,0.027922819,0.070362333,0.056618274,0.085388968,0.054006046
2,18,0.082111747,0.071833418,0.046129295,0.07831151,0.047798575,0.060095738,0.052050593,0.034968383,0.033063576,0.089339108,0.025325995,0.05919836,0.035587044,0.093108859,0.071389935,0.063619165,0.039882883,0.082945774,0.040153746,0.036702477,0.065441394,0.074857914,0.080995255,0.109307026,0.04279846,0.01710063,0.04692965,0.090048021,0.067641986,0.071044978,0.030982465,0.029703179,0.069189974,0.056904557,0.089252598,0.058502133
2,19,0.08110417,0.072307691,0.047612931,0.076724748,0.046058868,0.066847097,0.051778899,0.040089529,0.0345174,0.090464766,0.026318304,0.06293941,0.038724142,0.092251881,0.07507142,0.064324423,0.040106917,0.086967003,0.039997751,0.037607766,0.063694516,0.073947255,0.078506242,0.107511941,0.043521383,0.018424919,0.045696358,0.090972842,0.065176806,0.067706357,0.031379952,0.031251414,0.073669222,0.057382393,0.087340491,0.056986228
2,20,0.085994542,0.076465276,0.049908802,0.080137398,0.046464365,0.06672992,0.052103854,0.042292318,0.035040505,0.091348899,0.028065186,0.065127466,0.037793979,0.092935332,0.076165945,0.064947446,0.038556313,0.0869295,0.0430883,0.039285334,0.068918758,0.080627853,0.082843402,0.108978839,0.046767298,0.01953162,0.04701218,0.092454188,0.070481866,0.074569078,0.031843447,0.033402719,0.071243451,0.057187215,0.0861097,0.05745933
2,21,0.081462923,0.076667769,0.049465193,0.082601926,0.048575388,0.068210053,0.05683676,0.041394888,0.038133616,0.096020803,0.030615838,0.063553637,0.037034943,0.093280608,0.079307227,0.07083823,0.038334613,0.088451691,0.04258422,0.040228868,0.070176745,0.077027808,0.07924435,0.109273029,0.047381457,0.020253739,0.048023872,0.096435123,0.071334884,0.074704667,0.033986892,0.033390297,0.075211876,0.062034894,0.086982221,0.059266727
2,22,0.081935173,0.079839264,0.049194832,0.080305984,0.050639441,0.066542885,0.056771422,0.042754211,0.04002883,0.095145511,0.030923365,0.066028249,0.039340566,0.09478141,0.081116838,0.071028688,0.040664159,0.089184514,0.044517705,0.041530212,0.070217535,0.080107475,0.080422967,0.111515735,0.045457999,0.021065729,0.051274029,0.093126699,0.071374514,0.077161795,0.035770024,0.035154401,0.076932044,0.063358922,0.091205938,0.061623412
2,23,0.087012622,0.075948661,0.053460881,0.084191275,0.052039641,0.066651332,0.05900362,0.046065532,0.042550002,0.095313536,0.032586922,0.066941747,0.041454872,0.098554259,0.076758818,0.068203638,0.040627995,0.089739202,0.045692043,0.043863908,0.070066282,0.080468423,0.086664115,0.112827532,0.050609212,0.022123012,0.050981191,0.09769313,0.073193392,0.07560924,0.036682527,0.035911103,0.074051683,0.06255751,0.089280329,0.060141926
2,24,0.088459249,0.080198926,0.053923478,0.078707918,0.051649054,0.070834199,0.059089039,0.047464672,0.04248993,0.096709432,0.033511794,0.067410091,0.039568546,0.098352099,0.080934865,0.069930465,0.039173296,0.090900976,0.049273659,0.046042389,0.070808267,0.081544342,0.084451406,0.114301013,0.052400461,0.022824624,0.054506168,0.097044812,0.071715936,0.075256566,0.038356336,0.037773658,0.075456342,0.06460374,0.093423368,0.061200242
2,25,0.089215164,0.082836327,0.051846441,0.082944004,0.053778964,0.069337324,0.061147099,0.044486188,0.042829918,0.099427448,0.033856667,0.066416333,0.041153789,0.098059852,0.083039528,0.074382775,0.040940202,0.092902149,0.051414501,0.047559479,0.070149085,0.084696858,0.085055458,0.110739373,0.0513271,0.023680035,0.055403956,0.101689983,0.072811844,0.079638861,0.038892679,0.038106302,0.077398203,0.066641411,0.091193724,0.063491397
2,26,0.087753298,0.079195015,0.053247876,0.082242703,0.054470455,0.071635298,0.061790966,0.048295302,0.044639256,0.103230721,0.035523926,0.071951088,0.043043749,0.098887766,0.080651342,0.073405046,0.043943812,0.092150452,0.049852939,0.047371925,0.074464665,0.082708991,0.087108639,0.114524102,0.050815757,0.023885965,0.054851114,0.101030728,0.074358938,0.078699471,0.040257108,0.037982309,0.077638805,0.064408613,0.092588296,0.065341919
2,27,0.090846421,0.08429057,0.053661108,0.085114868,0.058072141,0.076092949,0.063783363,0.047855562,0.044794477,0.102659935,0.035541204,0.0693703,0.04363564,0.097449783,0.085817378,0.077377433,0.046160417,0.093915008,0.050904616,0.047642609,0.076235407,0.085989781,0.088157945,0.114409401,0.052250747,0.024367842,0.056854658,0.102539831,0.07828208,0.083049827,0.040342667,0.039955397,0.082974815,0.068757269,0.092358243,0.067415272
2,28,0.08982447,0.080596822,0.052772991,0.084840727,0.055680719,0.072702864,0.066349402,0.049470509,0.048040247,0.103848578,0.038432013,0.071632137,0.044197397,0.098321924,0.083207711,0.074192652,0.045867867,0.095850955,0.05128391,0.050346654,0.076258668,0.081389373,0.087400639,0.117746937,0.049774933,0.02531299,0.05902344,0.10133678,0.077108751,0.080748342,0.042082976,0.040853754,0.082818937,0.068276315,0.095102357,0.067285343
3,1,0.096411591,0.085882139,0.059182918,0.088159573,0.057295389,0.07354857,0.063976955,0.04940667,0.049130287,0.104060437,0.041289477,0.074232084,0.046683532,0.105200493,0.086557057,0.077050794,0.047478242,0.096916643,0.053921274,0.051961533,0.07344072,0.088298496,0.092771382,0.122255276,0.05782259,0.027318797,0.056511013,0.105658868,0.075789554,0.083089717,0.044446412,0.041980423,0.082846658,0.06950711,0.096170786,0.064781771
3,2,0.092931881,0.085685181,0.061162232,0.090739571,0.057187715,0.073932068,0.069167725,0.049503478,0.049663004,0.104413227,0.042907523,0.074365603,0.048262766,0.105111428,0.088634684,0.081338431,0.047925825,0.097377314,0.052465855,0.05116527,0.075163695,0.087042997,0.093460491,0.121246519,0.055738953,0.029412181,0.060286695,0.105715096,0.07861257,0.084678903,0.045433667,0.043899428,0.085983373,0.074756934,0.101050713,0.066685835
3,3,0.095859724,0.089400956,0.060104338,0.093070506,0.06007362,0.077775881,0.067844533,0.050122217,0.051275465,0.106469074,0.045609694,0.07326573,0.048451755,0.107329828,0.090946701,0.085493649,0.051684069,0.099119049,0.056562645,0.053191996,0.080787253,0.089327114,0.09605166,0.12588793,0.056704559,0.030705549,0.061358781,0.104901024,0.084276389,0.088469442,0.046817897,0.046361373,0.084992557,0.077106893,0.102698341,0.071790278
