time,time,AL,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LV,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA
1,1,0.04872707329764551,0.03541820130469496,0.04110405288278053,0.019790422955711102,0.04567514450312412,0.015695151115737615,0.03626128930147302,0.02436380852859236,0.02082801939212529,0.01127127677828292,0.009524626235551554,0.05420937640856369,0.004021395817477489,0.030549550644564306,0.01099553349963561,0.05465981574431409,0.0403315631008712,0.033153508971216286,0.01146491266039495,0.049987532233238784,0.012775812982649005,0.011118474122648943,0.03287224191092022,0.045184274284489644,0.048011006681282,0.06838825278623686,0.016410081642169703,0.0012600756588203798,0.017331590316012353,0.05195259081679988,0.036097048956722735,0.040492247906233216,0.0057079446624555856,0.004583508493696291,0.039421067992677215,0.02810243566566241,0.05239053275476127,0.02483810917197712
1,2,0.04670100709428374,0.03532873621626971,0.04106360091553363,0.018518739263987682,0.04422861905899675,0.015919629029576273,0.03347267776181792,0.023927442141599913,0.019669886524917433,0.01043472263747094,0.009331782693486444,0.05267110284353987,0.0038760912353249222,0.02956752401079097,0.01104889332552293,0.054438064980148644,0.04160465732814264,0.03321211462488716,0.011296485043490932,0.0514051578097006,0.013047845936956863,0.011553345586436826,0.03305076712314967,0.0422157257549008,0.044917359076093046,0.07229724357431658,0.01567388618713337,0.0013081311677807961,0.017144635665766815,0.05173822498501148,0.03556334943202103,0.038794591284279645,0.005511269856144821,0.0044397810587555545,0.04079589870335811,0.026888891832764102,0.05145925661425752,0.024793298991569797
1,3,0.049861384477422284,0.03290406596278927,0.03922566554122933,0.019058987411144968,0.04697530658590757,0.01500477829253689,0.033527234378912134,0.023373816897567085,0.01919449661403985,0.011093814519943856,0.009495981003567588,0.05372055481205911,0.004147611491434677,0.030399189066871543,0.010344539731822783,0.05710806244753537,0.038582738833124526,0.03103159243387303,0.011343842960351012,0.04921132836320798,0.013047558838514002,0.01127374923569513,0.03466701028470402,0.043405983841559734,0.04794930331048113,0.07385869352750335,0.01582067159299767,0.001344716238195549,0.017414476133008203,0.05400805380249401,0.037927990575769115,0.04095828604284086,0.005639783204783339,0.004638169502724993,0.036437471668944364,0.025334036302440823,0.049678046275434366,0.025392194930128464
1,4,0.046300394070404316,0.031700481295078936,0.038853356838544156,0.018714785407491774,0.04347857966567268,0.015912915934841686,0.03232577553325921,0.022471348651729103,0.018820288329373238,0.011238734109219462,0.008954446327107738,0.05458921162116419,0.003595699933741723,0.029152194553604217,0.011256160774514369,0.05452805445276326,0.03891613945332076,0.03162142759986005,0.011471098034406376,0.04976746956275519,0.012992154613886154,0.011318562489943736,0.0318274011180898,0.040122497737754344,0.045123093802038286,0.07282086436836291,0.016082890618622926,0.0014290543282028537,0.018042506667560743,0.05271592341103066,0.0352021304654402,0.037959303748965376,0.006310552416004609,0.004652829679786656,0.036743811224156805,0.026784944045771506,0.05123538635258063,0.024867767955342072
1,5,0.04702415458541915,0.03335167010193331,0.04187799120610249,0.017560311704224525,0.043030610887931,0.015479098411527514,0.03237016011554451,0.023438212388470613,0.018753641604008765,0.011269791724030087,0.008920451460362537,0.05129564022282925,0.00406878952308861,0.028812253312158573,0.011020516276751957,0.05428470448409032,0.04172853224352922,0.032204326610043965,0.01238060137646062,0.05017922252378984,0.01250066003022653,0.010773028923761314,0.03215036468316969,0.043409916496462336,0.04583784581508157,0.07109377968063693,0.015388913250808838,0.0014799555463275154,0.017278816782422816,0.04974883057742475,0.03460795623390865,0.03990260978476537,0.00571621163857511,0.00481305064340368,0.03906945105261258,0.026290822817969402,0.05134097328913331,0.02474564080273483
1,6,0.04325680642674404,0.0324530200645876,0.03681715748366666,0.019020047629641563,0.042320100216897714,0.016455426748806543,0.03390523892857671,0.023958348085368918,0.02078785282351902,0.012071248869622252,0.009219489713943842,0.05266653822508439,0.004306441946950504,0.03042239657969538,0.01150245157938644,0.05332366065697482,0.03750891755645935,0.030720782201971896,0.01314817157473782,0.04903619241782391,0.013780858383440567,0.012039712768669384,0.03296694605892733,0.03762756928801956,0.04217081370021582,0.07211638940910975,0.01624720878527081,0.0015106651901920598,0.01756780719042993,0.05100718693928364,0.033654621713330925,0.03573944416674429,0.0061232716471888125,0.0051008357590852805,0.036228198679443976,0.025562637123532208,0.05192686359287049,0.0248396198014243
1,7,0.04454362038562885,0.03429523766659581,0.03760927342884832,0.019243901435870334,0.043426780127438995,0.0168609118333753,0.03365706048479397,0.024822572866562545,0.020044211586607918,0.011496162179500191,0.010111921116554783,0.05428035999625615,0.004511878912879345,0.030508456732583743,0.012093970616330354,0.052625382127049335,0.03820122601629463,0.03227219777884633,0.013286397343359542,0.05016974298783133,0.014881123688929585,0.012760402466989902,0.03201451555742406,0.04026132769095685,0.04316827498882687,0.07400646385984253,0.016151021286942416,0.0016186311765639437,0.019478169989319474,0.052685652378260124,0.03401590183904484,0.03714444586580487,0.0063425744308018275,0.005326219634572662,0.03771964358256024,0.02724842831644553,0.05037391844723796,0.02460021794503907
1,8,0.047984083728001226,0.035766548027657226,0.04128897396976985,0.018654362514090233,0.044500178155810664,0.01715070366522549,0.0358600094589466,0.02662059399680947,0.02015706158533138,0.01233955967191837,0.009408441089506862,0.054425832188525196,0.004135443667918224,0.030651367859297316,0.011660978574271792,0.05447147257824977,0.04137460708516862,0.0333548361559166,0.012596368182852242,0.0510867467274343,0.014091836875629394,0.011861855340457392,0.03310107718979076,0.04351602265747356,0.047656010868948086,0.07427312423215356,0.016161641750730656,0.0017807035289984588,0.01940135168631597,0.0507414199472378,0.035307620447384135,0.03935314682919033,0.00631538770186186,0.005471155730201291,0.040255691519829814,0.028494808326456764,0.05110598940013147,0.025788345737395798
1,9,0.04690102723070492,0.03724404903588487,0.04326878601959794,0.01867475699413158,0.045201788179621796,0.01711381413721869,0.03640835921657886,0.026356629242355083,0.020732537007836237,0.011754424719014866,0.010150012773169735,0.052944509306178125,0.004619922788231915,0.030863671829113,0.013081574982011355,0.05507815262158224,0.043979829618094726,0.03497180127361315,0.013279436546648198,0.05210618318128824,0.014906680778287136,0.012747887210047609,0.03409072200557399,0.04309654861465,0.04549075329192446,0.07608017179992436,0.016542896406985204,0.0017154685817410166,0.01986748950900388,0.048976785476642706,0.03559957114747094,0.039440213716767716,0.006294723967546097,0.005625045451551069,0.04361560243450395,0.030433312975941942,0.05105302806375094,0.026621304388074397
1,10,0.05012222065498068,0.03680073067806866,0.0425605301524225,0.020686512283168364,0.04663239467291261,0.017457591350172188,0.034872049353379245,0.02748823451114527,0.021454627575264545,0.012680092347795525,0.010679626147516108,0.05641682929793136,0.0049106265329037615,0.03078333000498051,0.013035795984427416,0.05681093776299744,0.04116077125134791,0.03509866442399076,0.013220407778860393,0.05003665682573759,0.013989712230954533,0.012048554782705733,0.0364274118911359,0.04605079977470271,0.049405589725662336,0.07441942848482591,0.017473338417141483,0.0018852394276777274,0.019659229182285732,0.05322132232099728,0.03790502698829729,0.042223120675572684,0.006921382695869015,0.005867474710909371,0.039165353750639155,0.030569824014601534,0.05123736920429566,0.027741451934325777
