time,time,AL,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LV,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA
1,1,0.04895201057863814,0.032368661695842564,0.03899323863806405,0.01825708294352467,0.0465338880490807,0.01306462848577787,0.029376550281672728,0.022539440204733165,0.0180487899061811,0.01043596768739241,0.0071342545857861215,0.05640434777135821,0.002908869893745818,0.02837065304093648,0.009945866567024345,0.06028093857519296,0.03989557587778695,0.031087043462873876,0.010739204079305169,0.05018329441977279,0.011483254023981267,0.009731921744346487,0.0328967796644315,0.0426832044874575,0.0471130594670717,0.07338333000783988,0.015930152893978995,0.0011346105189546205,0.016148959859585685,0.05426412992801488,0.034753720132681444,0.03858670100855402,0.004068433221069466,0.004337972449603817,0.03945152243621563,0.024862703162077986,0.05438735502330651,0.02302435761275167
1,2,0.04788720537880698,0.03221817205204021,0.03895370542966167,0.01886747905797712,0.04577936811459491,0.013685117734838909,0.029179218076652084,0.02349123422155679,0.01818967085182324,0.010369769076456543,0.007189432693053778,0.05694529430922388,0.002897342249126683,0.028874545026063122,0.010856500015516881,0.05905446233171211,0.04014586472529968,0.033459400284509846,0.012003834780580326,0.0491761917888611,0.011292614901007034,0.009336316670169348,0.031140929061355748,0.040905071644774076,0.04604883060493177,0.07520256637770881,0.015901444370146674,0.001159255126832307,0.017791062982848396,0.05558844784950298,0.0339462983950301,0.03922427165847175,0.004230753876682254,0.004531127565984735,0.038195020227267416,0.02749304260104322,0.05478673810589692,0.023500424421293565
1,3,0.04989288170349406,0.031401087352316184,0.03763556068688842,0.01767256807622703,0.04558628839477048,0.014145355657865087,0.028630377010202664,0.023474084040442014,0.018329670621972112,0.010045802600185687,0.007914835781409273,0.056487190300094754,0.0031893426363329676,0.030102877338930845,0.010139671617862141,0.05935107011117197,0.03812661142555414,0.03237334949122253,0.010931570734454488,0.04944543098128272,0.011581394139605548,0.009764978927688102,0.03303900494705983,0.04140578068384788,0.04804052284240113,0.07501042508680132,0.014483795444816537,0.0011880403793818701,0.018020650681814646,0.05631371485698646,0.03491283816527249,0.038514294526717736,0.004695462848310675,0.004098168151457466,0.03755158469887514,0.027329175618097452,0.05362338093466495,0.02452070560603042
1,4,0.050072775150777446,0.0315594042371988,0.0396975033837376,0.019296801220593993,0.0458455753413274,0.014904712135667946,0.030853718750666434,0.024059733455233982,0.018549897502544398,0.009473131423351572,0.0075233493054452346,0.056435071119728106,0.003172919247837048,0.031137614731637033,0.010822758488407545,0.05977953732786098,0.03943967349490174,0.030943571751682726,0.011929949272735994,0.05042819437720759,0.011175326401414281,0.009805070630223855,0.03199762412379746,0.042734736403807615,0.048705988605518,0.07521203698151792,0.015971609254374648,0.0012262679375445865,0.016171030226104336,0.053718682844006896,0.03348322102269738,0.03955628649765744,0.00515882458520039,0.004190752924441225,0.0369114135346226,0.025256271336568503,0.055899193383780875,0.024219428175034828
1,5,0.04561754117165946,0.032725534878457654,0.040360358407221374,0.01896194735502146,0.045366173039961974,0.012453193174442932,0.03089242590961261,0.024492068533053565,0.019642718266724736,0.011211560856759024,0.007562012066542876,0.056412731750733254,0.002931477648822964,0.03082548601306849,0.010362590608754217,0.05921980701011425,0.04077611205345621,0.03207484598242053,0.011267855679077484,0.051443630115169184,0.011287149335904412,0.009728387298447721,0.032449080614750235,0.040962522613440154,0.04497841161436643,0.07363832262375515,0.015575963510978187,0.0013387749865793577,0.016640096733963213,0.05411780886544622,0.032408300583804284,0.037690984480420964,0.004498670971274053,0.004634758867534301,0.04013304233026624,0.025702461605090862,0.05590089140855125,0.02379849326810788
1,6,0.04657056022556326,0.031804605476336324,0.039602513072661744,0.017236246977245386,0.04275719167425952,0.013755351605957474,0.029579070453575208,0.02197153932374057,0.017589019409780225,0.011657471791384731,0.008490608498959405,0.05872521524340508,0.0033920280220999747,0.030728508428768297,0.011758922883751292,0.056098893683073706,0.04093319785673082,0.03323957745961262,0.012856209842286968,0.052275895416454166,0.012524691499765643,0.010215213788298889,0.031568499092469844,0.04087746394370013,0.045225303101197406,0.0766940523190635,0.015000826012673664,0.0013883255863610668,0.01725246209230388,0.05551755391864728,0.032649009585390916,0.03827425903902302,0.004675677364371191,0.0047303779088918845,0.03891221814403942,0.027400237871322345,0.054380051776462796,0.022823033333581093
1,7,0.05063107047925108,0.03310514653004816,0.04061103095735121,0.018391251995129435,0.04511705443457597,0.014614606996888284,0.030487200149276004,0.02215445435721815,0.01842580066186845,0.01094622647043423,0.008588598043350488,0.0601872632647031,0.003583431744483707,0.02983591799576657,0.01155207692177151,0.05984328993866006,0.04308534458450782,0.03356942048884177,0.012171453482685144,0.05307988855985432,0.01318382132991888,0.01113814911926778,0.03367450844396353,0.043106103533213154,0.04923260944683256,0.07650992214875382,0.0165197178991951,0.0014144390834695227,0.017116397140375474,0.058534759926861905,0.03551402534513067,0.038672037903918294,0.005505062920416625,0.005147664347950287,0.041724020346173535,0.026832351847042434,0.050727978437055364,0.024463286991302433
1,8,0.05238448270168823,0.03341175433671727,0.04494081321653373,0.019164145135105025,0.04547609491852822,0.015545723805224017,0.030085531965308724,0.02413546137215154,0.019074491278927116,0.010784347978462868,0.008490665042711554,0.059165133625989345,0.003831857783728311,0.030058932670460257,0.011459687900072587,0.05971497213782975,0.045402744886682105,0.03488406528050942,0.012822154116845374,0.05316965943644314,0.013225031407703926,0.011029613433349584,0.031957127301436024,0.04700887502725135,0.0493885032013418,0.07629455937932321,0.015580436130121231,0.0015043211862824318,0.017461614508095066,0.05736076068321748,0.035469851192984396,0.041861786931792225,0.005672863575375584,0.004970673667757942,0.04170392866250949,0.026956885317004502,0.05259424331117621,0.023906517230440127
1,9,0.05627243133433349,0.035702900700547865,0.04618426471771799,0.01885901251241702,0.050831200704235045,0.015666748316223948,0.03191576507487444,0.026488754654045377,0.019742144126403807,0.010105702453056463,0.009137137104236193,0.06072907032581041,0.0033894115441312485,0.03132841377085695,0.0112189951324762,0.06402009358907039,0.046537989584264326,0.03645552043850361,0.013555655574335078,0.05278087625794312,0.013063163211537644,0.011845164567159871,0.034317442731183076,0.04867208617078025,0.053869107415019865,0.07417219997232014,0.015244153019698172,0.0014663300254321,0.01743594333010452,0.057255293761982885,0.036896943678329984,0.044291633500390656,0.005729459225863795,0.0049179696397560774,0.04431267467232981,0.028539016749655536,0.0525569027057725,0.024756785156809853
1,10,0.05305388186351211,0.036049441603179445,0.04328618528178227,0.019002332314790846,0.050275416784714054,0.016865779979388106,0.03312700738227499,0.025365428826619414,0.02032554670429624,0.01173352249670919,0.008958244294151848,0.05923236303394348,0.0035755389044754087,0.03280960638161724,0.012104455033379317,0.0618948183182056,0.04351143410563789,0.03436302161909633,0.013769788611239222,0.05444237914893736,0.013941517193422218,0.011505665846087428,0.03290991948097499,0.045685927518661344,0.053053472404122996,0.07397921664355903,0.016479087118569283,0.0016148842482568552,0.018978789791657607,0.054841967423489936,0.03650884592154212,0.04372277532379011,0.005911295578692316,0.005308988379951037,0.04154498623492087,0.02758985976897013,0.05640031800832035,0.02497627949101448
