time,time,AL,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LV,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA
1,1,0.21998001255305466,0.12817546428111773,0.17125332575231364,0.4271874091203533,0.15817930674790617,0.2847902333355131,0.10605930733055598,0.22446074673154043,0.3359061038755308,0.6038429322106412,0.40945883889654305,0.16340316333898441,0.38188425623941724,0.2943704442062797,0.5619708051746494,0.2730648037699767,0.24118273138543747,0.15346240097647199,0.6732196340780905,0.24013574649087055,0.367747445150042,0.3686771357040204,0.19167841445091582,0.16826152084854806,0.07670135531899495,0.574228702921588,0.6242467013131895,0.3319329760741886,0.3262441675565464,0.2150806952232821,0.13059787197503628,0.129738232823101,0.358078832738664,0.3712920206569058,0.12704588154030474,0.15868746937811112,0.17051815503571588,0.269601284360141
1,2,0.20961808724669775,0.13572928641497567,0.18792570548928886,0.43859625268241414,0.18202635121072488,0.2921146122411479,0.11699470322470737,0.22088998274965702,0.35386507035302256,0.6215079876335741,0.40339380124456337,0.17775035690676402,0.3677626633676416,0.30171681021297125,0.5547511772711208,0.2909258509544839,0.2627917708438411,0.17340275902200633,0.6455833935267367,0.24717113383610856,0.3855060053886318,0.3695177570072074,0.24634397341819253,0.16822978409468278,0.07915869080667866,0.5496237098318442,0.6225649090354868,0.31401447889545514,0.3485772286907044,0.2504087887972011,0.1676774813587242,0.14988562088955942,0.34783731164348874,0.3541990762464893,0.1371766130967008,0.1583242493555338,0.18101215942055476,0.29180288565925017
1,3,0.19305439389188267,0.1244265946338652,0.18480766638732243,0.48834256575041946,0.16836044619302096,0.3025538686995123,0.12198322654782759,0.19700159513173995,0.3660067556187174,0.6249603429397731,0.4265641112812994,0.19129975865562365,0.39050141627762486,0.32541350446199524,0.588162943255422,0.257233186095849,0.254097827169804,0.15984506452300973,0.6668413395590086,0.24874921311979625,0.4114069031831311,0.40341859198608915,0.2534480849636476,0.17802636626139506,0.07053343685896578,0.5087377208577711,0.6835537274361179,0.3132432111688816,0.3303360303245711,0.2577609516395293,0.15552477584756277,0.14348300208862164,0.36030620420242615,0.338098586928101,0.12972759278312965,0.1513628975522135,0.16717099702307403,0.30111208879642376
1,4,0.21865808052631105,0.11337100427475046,0.19162999552139506,0.4772148807992537,0.15350714390698894,0.3117851991907327,0.11377941367562404,0.1911866469024221,0.37663827714923426,0.6518488592433785,0.4594646636943436,0.18078931201557635,0.4024016139041134,0.31438777389368844,0.574919375887813,0.2802088618746476,0.2673874720167829,0.15616109253493585,0.6449165619382229,0.2540919939991697,0.4169588540957681,0.42114953646406167,0.23644181939258546,0.17995020815072518,0.07812118233586521,0.5804084023052083,0.6531068284284925,0.32620853160237256,0.3241448957737336,0.23512864076772183,0.1451023362722369,0.13525621684696815,0.3615806569367187,0.3707308280281984,0.12737591417193023,0.14011723632460796,0.1793343615897841,0.30586361114530863
1,5,0.18964467795904133,0.1277913754629332,0.16521612183975648,0.4722881663810213,0.1520348697637515,0.3528491426541497,0.1314449386299938,0.22127878298818793,0.3796766342269308,0.6169404109856924,0.47091339289830425,0.17949674322456505,0.37756377056002915,0.31018528261929007,0.5829137473313346,0.2692623260822062,0.24209231803847825,0.14510955791506222,0.6831313656257244,0.23871255734387306,0.44002627057493615,0.43184331434328665,0.2233805904221158,0.15113107695596048,0.06363648134728439,0.5329043831433429,0.644788013389266,0.3201639184806457,0.3262236075925578,0.2406272532356508,0.1371527683460645,0.11321882130646027,0.363588067476577,0.35316415525471256,0.125746631339618,0.1337524914807403,0.1776467003026664,0.3201375878684887
1,6,0.20758118189604666,0.12811049156006132,0.19013955238491642,0.4231656662933049,0.18117262744983387,0.3095448214728534,0.10393131289709659,0.199116585003577,0.3255050757655807,0.6261323861901794,0.4106605721371267,0.17476289615266333,0.36534810656281697,0.2848740835045892,0.553480907099423,0.26593436715000973,0.25177734621032527,0.16266030926399447,0.6519032714883622,0.24372143135248064,0.3699739316777543,0.37854063189527215,0.22933398371768865,0.18125118566144216,0.07599680273188011,0.5318327118461471,0.6105343415441578,0.32311519257790905,0.29839454764921974,0.24635216986252903,0.15175869547576204,0.14011999549087106,0.35300055566305744,0.33277722645102714,0.13315500507760358,0.1565422151839681,0.17013741719006997,0.3010129963017965
1,7,0.19575455003522532,0.12707947510441445,0.1824133332452793,0.4284493985298086,0.170123709253442,0.26867665972351434,0.10301675383006036,0.19366502193190624,0.33648519479604366,0.5832450181574498,0.40687885287294157,0.16928631586998125,0.3626749343312087,0.2863273201892047,0.5406623898776768,0.2708789114053588,0.24765091276616194,0.1534585907573246,0.6383259832012617,0.24211411215615677,0.3326709216071617,0.3593175730281832,0.24412529939194177,0.16514372372688493,0.07311837968750892,0.5234018711414108,0.5974525040060682,0.3214021419609912,0.29069234717509196,0.23411683309790668,0.1537578120221015,0.12720660655075194,0.33929779138464594,0.3291439756126927,0.13461086503143127,0.15607711022733425,0.17226682450826802,0.2962772809333432
1,8,0.19250330144297087,0.1121264141358836,0.16858812681850519,0.42332739222504695,0.1434153343727859,0.3056758918493681,0.0930148247193934,0.19762446145618376,0.34853980443513627,0.614004582198928,0.42169155682363296,0.17047824860226543,0.3922952889034298,0.28523614111468326,0.5824473067677963,0.28136754651321644,0.23233229683156223,0.14673572157095333,0.6890644160513534,0.2258361460387798,0.40611152482417656,0.40055208953724686,0.21202782989913646,0.14996050348265408,0.06337779923648847,0.5124250332583286,0.6170375625765719,0.347077918716579,0.33252217914966253,0.21572827268256747,0.12650020813131937,0.1177232491721154,0.3621347082412612,0.3596123029243629,0.11808941978717084,0.13591320546044977,0.18034154343116182,0.29148903946142896
1,9,0.18224004458762977,0.11982088895990882,0.16457613491735168,0.45170892754094966,0.14899505412260358,0.33068784048678507,0.10966341924562868,0.19409488204574582,0.34916519145074143,0.643542249732919,0.4502200950244633,0.15250045035605791,0.39251244397571383,0.28854743283954754,0.5801143329951584,0.27744381823961156,0.21554211068971582,0.14096703182731804,0.6810928186750309,0.22448536278499115,0.4277410473046705,0.4236599171685406,0.20540262614000182,0.15076237007627424,0.06726175219617822,0.49157297198154687,0.6456735947341753,0.34909240884203574,0.32568809189557046,0.19604076470331908,0.13184055742994308,0.12168074845258746,0.36978930321328024,0.35390685423719415,0.1119510737920258,0.13993348398961236,0.18229911448606922,0.30071661790996157
1,10,0.16614715603974226,0.11928456000912747,0.15675606296272263,0.4488427751130095,0.14813098482747378,0.34948365890392935,0.10800674603763356,0.1897138198657032,0.3493716797089383,0.611799233871028,0.4455940595209934,0.1565355251136003,0.3718401064236243,0.2936720713900483,0.5975329196333975,0.2414148887137329,0.23278972233860556,0.15232231245621955,0.7151467332590057,0.22209781629157646,0.4330400462383955,0.42759121234177794,0.22829353743762132,0.1364756165876075,0.06384534743912355,0.4865691142819968,0.6386338136010196,0.35129883557416297,0.33809800295230585,0.20080839369987788,0.14008493690865034,0.11746490510771661,0.3663863029845817,0.3400868726072625,0.13541130130547005,0.14372073352993206,0.15694267949697654,0.310373320967393
