utc_time,utc_time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,11,922270219.8745018,48895369.03759078,2580513840.466702,113712370.22359194,8077452.514081929,105694851.29125376,667661.1081170912,1097245.2526540342,19514332.89658187,60728651.75041007,118953904.78212766,56347478.17458245,69201047.3051559,2054083.2663745277,15311628.153955404,14037601.722360661,4596037.373984915,38967311.857037276,11055416.911972012,2488838.461328267,5893380.538080963,4743188.866479634
1,12,918855633.3401725,48175760.09174866,2574958526.7882023,114706307.32053092,7678253.415478652,108077672.11996648,559612.6224653362,1614932.9353439682,19021348.693321362,65992839.8694944,114073978.80238634,55326257.09489947,60145156.75623308,2124108.42110926,16546606.462310825,14407968.12531889,5015294.967969335,38949816.53847966,11169054.399573296,2328239.4923214703,5592910.694830812,4845377.719289246
1,13,931041320.1577148,47854149.86220541,2566005504.4163795,115623518.7695307,8819653.131804494,107385969.00458235,290459.1501852383,1674467.9442252219,18705419.570231926,64629292.70576813,126898581.52510832,57375295.281701714,65923396.45880838,2464545.985415017,16031073.79758003,13871323.615256274,5051323.332816536,39745390.38796733,12382714.669683222,2714569.6545848763,6207823.753114428,4352582.452266077
1,14,924244354.7847272,52911020.08782239,2612276149.2915134,120173222.56444897,7911327.035508806,107055795.93904763,242724.1323386079,1234690.847879606,19719372.69625272,63444082.424992666,135087517.45751038,65439200.54850764,77672008.9330552,2394839.223694791,15138310.70055632,14118711.222490408,4775280.123834837,39422508.35403147,12355084.882717071,2201743.4081920222,5497120.509418247,4536484.435036834
1,15,921992139.8801255,55757127.83735292,2620203365.246252,113315827.80475487,8794490.068960743,105631269.81910126,374716.730914009,1289530.7932647732,19437499.796571773,62454639.110710785,129082496.09856187,61200241.87356046,61429511.614155285,2549315.933072644,15372734.86195082,14184052.812979357,4500581.767970458,39866813.9683627,11872787.580719026,2608521.8640740965,5635001.634724917,4660452.611719481
1,16,933427966.4936173,54233481.9438804,2649712249.0957193,112635604.03273265,8206912.2991858525,108539621.7644506,357886.53034727287,1422384.2004613194,20045880.580562357,59967223.909668446,136799022.4011245,68222372.03943212,68664344.2211742,2134707.819940072,14954400.049120223,13788468.082608022,4915705.157591325,39697771.26215659,13032270.516027207,2641547.8516352256,5754540.830217967,4351657.747869674
1,17,934410863.1829305,53063699.70440677,2623963315.1652207,115487073.66016008,8064314.7956332015,108572539.26098387,866178.4891750743,1694149.7589928284,20188098.846342698,59971992.79761038,131929052.33186351,64610703.91295881,67218622.73145416,2382292.64469322,16631401.206861844,14233506.65679244,5024234.438189511,40134929.22384287,12341918.976641588,2328127.4357159003,5671668.606473168,4830816.657986302
1,18,940002074.563536,54646280.84107093,2619399561.331864,117720937.31920655,7801574.921214736,108486070.14188936,256839.63413854953,1224600.7736712568,19265073.17241678,63533034.62178862,127647448.20359343,61841345.14427115,64947872.51726172,2427558.35751837,16560923.47258598,13821731.341738438,4693260.480087857,39734759.77428742,11572849.917505924,2380944.9734694054,5787413.663532537,4645968.766732842
1,19,933464018.2090133,61663737.68182453,2592025619.768618,118653904.94278798,8414526.00177622,108990390.14790659,711246.0709975364,1456606.1675548519,21918983.511283603,61510302.062171094,131734104.89018254,66600340.66386815,66992232.99461261,2361416.69032819,15794749.543512253,13558274.670070598,4892775.715833341,40934974.95180207,12111800.967170643,2639032.4684564373,6827271.94302596,4947016.981512334
1,20,935534997.2461601,56378483.905847296,2657017124.2837405,114430507.88173597,7903891.474050763,108522779.26145323,922636.4016342665,1957503.211237337,21710412.327557743,63595041.40450144,136578422.9584225,64391793.28011008,65808988.67484745,2481334.898840667,15807553.469979584,13557417.062741278,4831803.833404037,39805023.537970535,14125706.865893748,2405869.102893995,6398444.47224443,5077771.959278564
1,21,945897957.6296296,60688338.80697846,2587045133.6207147,112157865.26106016,7729091.656770428,110452604.83274668,451416.73901010875,1588075.1765676055,22715912.308581196,63331724.1835437,124344360.61835779,64440458.74660502,61134772.518193364,2199203.556557302,16631852.411138333,13506202.659080334,4780439.505957776,40534813.69660221,12748706.74900523,3157112.8802160355,6590688.991681236,5581089.721472289
